SMILES,"Water solubility {measured, converted}"
IC=CI,-3.22
CCCCC=C,-3.23
NC1=CC=C(Cl)C(Cl)=C1,-3.24
CC(=O)NC1=C(C)C=C(C)C(NS(=O)(=O)C(F)(F)F)=C1,-3.24
CC(=O)NC1=CC=C(I)C=C1,-3.25
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,-3.26
CCCCCOC(=O)C1=CC=C(N)C=C1,-3.26
COC(=O)C1=C(Cl)C(N)=CC(Cl)=C1,-3.26
CCCCCNCCOC(=O)C1=CC=C(N)C=C1,-3.27
OC(=O)C1=CC(I)=CC=C1,-3.27
CC1=CCCCC1,-3.27
CC(C)C1=CC=CC=C1,-3.27
COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,-3.28
CNC(=O)OC1=CC=CC2=C1C=CC=C2,-3.28
CC1CCCC1,-3.3
CC1=C(C=CO1)C(=O)NC1=CC=CC=C1,-3.3
OC(=O)C1=CC(I)=CC(I)=C1O,-3.31
OC(=O)C1=CC=C(Cl)C=C1,-3.31
CCCCCCCCC(C)=O,-3.31
CC1=CC=C(C)C(C)=C1,-3.31
O=C1CC2OCC=C3CN4CCC56C4CC3C2C5N1C1=C6C=CC=C1,-3.32
OC1=C(Br)C=C(C=C1Br)C#N,-3.33
CCOP(=S)(OCC)N1C(=O)C2=CC=CC=C2C1=O,-3.35
C1=CC2=C(C=C1)C1=C(C=C2)N=CC=C1,-3.36
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.37
CCN1C=C(C(O)=O)C(=O)C2=CC=C(C)N=C12,-3.37
COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C,-3.37
CCCC1=CC=CC=C1,-3.37
OC(CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=C(F)C=CC=C1,-3.37
CCCCCCCC(=O)OC,-3.39
CCN(CC)C(=S)SCC(Cl)=C,-3.39
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,-3.39
CN(C)CCC=C1C2=C(COC3=C1C=CC=C3)C=CC=C2,-3.4
OC(=O)CCCCCCCCC=C,-3.4
CC1=CC(C)=CC(C)=C1,-3.4
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43
CN(C)C(=O)NC1=CC(=CC=C1)C(F)(F)F,-3.43
CCCCCCCCCC(O)=O,-3.44
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48
CCCCOC(=O)C1=CC=CC=C1,-3.48
OC1=CC=C(C=C1)C1=CC=CC=C1,-3.48
BrC1=CC=CC=C1Br,-3.5
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-3.51
N(C1=CC=CC=C1)C1=CC=CC=C1,-3.51
C1CCCCCC1,-3.52
CON(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,-3.52
CC1=CC(Br)=CC=C1,-3.52
CC1=CC=CC=C1Cl,-3.52
O=N(=O)C1=CC=CC2=C1C=CC=C2,-3.54
CCC(C)(C)C,-3.55
CCN(CC)C(=O)C(C)OC1=CC=CC2=C1C=CC=C2,-3.57
CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,-3.59
NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F,-3.59
ClC1=CC(Cl)=C(Cl)C=C1,-3.59
OC1=CC=CC=C1C(=O)NC1=CC=CC=C1,-3.59
C1=CC2=C(C=C1)C=CC=C2,-3.6
OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,-3.6
OC1=C(I)C=C(C=C1I)C#N,-3.61
CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,-3.61
CCCCCCCCCCO,-3.63
ClC1=CC=C(Br)C=C1,-3.63
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,-3.66
CCCCCCC#C,-3.66
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,-3.67
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2,-3.68
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,-3.68
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69
CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,-3.7
OCCN(CCO)C1=CC=CC=C1,-0.73
NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=CC=N1,-3.7
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,-3.71
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,-3.73
CCCC(C)C,-3.74
CCC1=CC=C(CC)C=C1,-3.75
O=NN(C1=CC=CC=C1)C1=CC=CC=C1,-3.75
COC(=O)C(Cl)CC1=CC=C(Cl)C=C1,-3.77
CC1=CC2=C(C=CC=C2)C=C1,-3.77
CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O,-3.81
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,-2.86
CN(C)C(=O)NC1=CC(OC(=O)NC(C)(C)C)=CC=C1,-2.93
CCCCI,-2.96
CCC(=O)NC1=CC(Cl)=C(Cl)C=C1,-3.0
CCNC1=NC(SC)=NC(NC(C)C)=N1,-3.04
CCCCNC(=O)NS(=O)(=O)C1=CC=CC=C1,-3.05
ClC1=C(Cl)C=CC=C1,-3.05
CCOC1OC2=CC=C(OS(C)(=O)=O)C=C2C1(C)C,-3.42
CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,-3.78
CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O,-3.79
CN1C2=CC=C(C=C2C(=NCC1=O)C1=CC=CC=C1)N(=O)=O,-3.8
NC1=CC=CC=C1Cl,-1.52
CC1=CNC(=O)NC1=O,-1.52
ClC(Cl)Br,-1.54
NS(=O)(=O)C1=CC=CC=C1,-1.56
CC(C)Br,-1.59
NC(=O)NC1NC(=O)NC1=O,-1.6
CCI,-1.6
CCCCC(C)(O)CC,-1.6
NC(CC1=CC=C(O)C(O)=C1)C(O)=O,-1.6
CC(=O)C1=CC=C(N)C=C1,-1.61
CC(=O)CC(=O)C(C)(C)C,-1.63
CCCC#C,-1.64
COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,-1.66
COC(=O)C1=CC=CC=C1C(=O)OC,-1.66
OC(=O)CNC(=O)C1=CC=CC=C1,-1.68
CCCCC(CC)CN,-1.71
CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1,-1.83
OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,-1.84
CCCCCCCN,-1.85
COC(=O)C1=CC=CC=C1,-1.85
CC1(C)C2CCC(C)(C2)C1=O,-1.85
ClCCCBr,-1.85
C=CC=C,-1.87
O=C1OC2=CC=CC=C2C=C1,-1.89
OC(=O)C1=CC=CC=C1Cl,-1.89
CC(=O)NC1=CC=CC=C1N(=O)=O,-1.91
ClCC(Cl)CCl,-1.92
NC1=CC=CC2=C1C=CC=C2,-1.92
CC1=NC2=C(C=CC=C2)C(C)=C1,-1.94
NC1=NC=NC2=C1C=CN2C1OC(CO)C(O)C1O,-1.95
CC1=NC2=C(N1)C=CC=C2,-1.96
COC1=CC=CC=C1O,-1.96
ClC=C(Cl)Cl,-1.96
FC1=CC=C(F)C=C1,-1.97
CC(C)=CCCC(C)(O)C=C,-1.99
NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1,-1.99
CC1(C)C2CCC1(C)C(=O)C2,-1.99
CCCCCC(=O)OC,-2.0
CC(C)CCl,-2.0
FC1=CC(F)=CC=C1,-2.0
CC(=C)C=C,-2.03
COC1=C(O)C=CC(=C1)C(O)=O,-2.05
CC(C)=CCCC(C)=CC=O,-2.06
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06
CC1=CC=CC2=C1N1C=NN=C1S2,-2.07
BrCCCBr,-2.08
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08
CCSCC1=CC=CC=C1OC(=O)NC,-2.09
COCCOC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C=C1OC,-2.1
C1CC=CC1,-2.1
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O,-2.11
CCCC1=CC(=O)NC(=S)N1,-2.15
CC(Br)CBr,-2.15
N1N=CC2=C1C=CC=C2,-2.16
CC1CCC(CC1=O)C(C)=C,-2.18
CCCCS,-2.18
OC1=C(Cl)C=C(Cl)C(Cl)=C1,-2.21
OC1(C(=O)NC(=O)NC1=O)C1(O)C(=O)NC(=O)NC1=O,-1.99
O=C(NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,-2.27
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,-2.27
CCCN(CCC)CCC,-2.28
OC(=O)C1=CC=CC=C1C1=C(C=CC=C1)C(O)=O,-2.28
OC(=O)COC1=CC=C(Cl)C=C1,-2.29
O=C1NC=NC2=C1NC=N2,-2.29
BrC1CCCCC1,-2.3
NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,-2.3
CCCCCC(=O)OCC,-2.31
CC1=CC=CC=C1N(=O)=O,-2.33
CCOC1=CC=CC=C1,-2.33
CNC(=O)OC1=CC(=CC=C1)N=CN(C)C,-2.34
CNC(=O)OC1=CC=C(N(C)C)C(C)=C1,-2.36
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,-2.36
NC1=CC=C(C=C1)N(=O)=O,-2.37
FC1=CC(F)=C(F)C=C1F,-2.38
CC1=CSC=C1,-2.39
CCCCCCCCO,-2.39
COC1=C2OC(C)=CC(=O)C2=C(OC)C2=C1OC=C2,-2.4
CC(C)(C)C1=CC=C(O)C=C1,-2.41
OC1=CC=CC2=C1N=CC=C2,-2.42
CCCCCCOC(C)=O,-2.46
CC(C)C1CCC(C)CC1=O,-2.49
CC1=CC=C(C=C1)N(=O)=O,-2.49
CCC(C)(C)Cl,-2.51
OC(CC1=CC=CC=C1)C1=CC=CC=C1,-2.52
CC(C)C1CCC(C)CC1O,-2.53
ClC(Cl)=C(Cl)Cl,-2.54
BrC1=CC=CC=C1,-2.55
OC(C1=CC=CC=C1)C1=CC=CC=C1,-2.55
CON(C)C(=O)NC1=CC=C(Cl)C=C1,-2.57
CCC(N)CC1=CNC2=C1C=CC=C2,-2.57
NC(CC1=CC=C(O)C=C1)C(O)=O,-2.57
CCCCCCC1=C(O)C=C(O)C=C1,-2.59
CCCCC(=O)CCCC,-2.59
CC1(C)N(Cl)C(=O)N(Cl)C1=O,-2.6
CC1=CC=C(C=C1)C(O)=O,-2.6
O=C1NC(=O)C2=CC=CC=C12,-2.61
CCC1CN2CCC1CC2C(O)C1=CC=NC2=C1C=CC=C2,-2.63
CCC(Cl)CC,-2.63
CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1,-2.64
CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,-2.64
CCCOC(=O)C1=CC=CC=C1,-2.67
NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,-2.68
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
OC1=CC2=C3C4=C(OCC3(O)CC2=CC1=O)C(O)=C(O)C=C4,-2.7
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,-2.7
S=C1NC2=NC=NC=C2N=C1,-2.71
CCCCCCCCN,-2.75
CCC1=CC=CC=C1,-2.77
CC1=CC=C(C)C=C1,-2.77
OC1=C(O)C2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,-2.78
IC1=CC=CC=C1,-2.78
OC(=O)C1=CC=C(C=C1)N(=O)=O,-2.8
CC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,-2.82
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-2.82
C=CC1=CC=CC=C1,-2.82
OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,-2.85
CN(C)C=NC1=C(C)C=C(Cl)C=C1,-2.86
CNC1=CC=CC=C1C(O)=O,-2.88
N(NC1=CC=CC=C1)C1=CC=CC=C1,-2.92
OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl,-2.96
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-2.97
CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCNCC1,-2.98
CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,-2.99
CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,-3.03
CC1=CC(=O)C2=CC=CC=C2C1=O,-3.03
FC(F)(Cl)C(F)(Cl)Cl,-3.04
ClC1=CC(Cl)=CC=C1,-3.04
C1CC2=CC=CC=C2C1,-3.04
CC(=O)NC1=CC=C(Br)C=C1,-3.08
CC1=CC=C(Cl)C=C1,-3.08
OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl,-3.08
C1CCCCC1,-3.1
O=C(C1=CC=CC=C1)C1=CC=CC=C1,-3.12
NC1=C(Br)C(=O)N(N=C1)C1=CC=CC=C1,-3.12
CC(C)CCOC(=O)C1=CC=CC=C1O,-3.16
CCCCCCCCC=O,-3.17
CC1=CC=C(Br)C=C1,-3.19
ClC1=CC=CC=C1Br,-3.19
CC1OC(OC2CC3OC(O)(CC(O)C3C(O)=O)CC(O)CC3OC3C=CC(=O)OC(C)CC=CC=CC=CC=C2)C(O)C(N)C1O,-3.21
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,-3.21
O=C1NCCN1C1=NC=C(S1)N(=O)=O,-3.22
CC(C)CC=C,-3.24
ClC1=CC=C(Cl)C=C1,-3.27
CC(=O)CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,-3.27
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,-3.28
CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,-3.29
CCCCCCCCOC(N)=O,-3.3
CCCCN(CC)C(=O)SCCC,-3.35
CCC(C)C1=CC(=CC(=C1O)N(=O)=O)N(=O)=O,-3.38
CC(C)OC(=O)NC1=CC=CC(Cl)=C1,-3.38
CCCCCCCC(=O)OCC,-3.39
CCSC(=O)N(CC)C1CCCCC1,-3.4
O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,-3.46
IC1=C(I)C(I)=C(I)N1,-3.46
BrC1=CC(Br)=CC=C1,-3.54
CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,-3.54
CCCCCCCCCCC(O)=O,-3.55
CC12CC(O)C3C(CCC4CC(O)CCC34C)C1CCC2=O,-3.59
OC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC(O)=C(O)C=C1,-3.62
COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,-3.66
CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,-3.66
NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,-3.66
CC(C)(C)C1=CC=CC=C1,-3.66
C1=CC2=CC3=C(C=CC=C3)N=C2C=C1,-3.67
CCC(C)CC,-3.68
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
COP(=S)(OC)OC1=CC=C(C=C1)N(=O)=O,-3.68
CC1=CC2=C(C=C1)N=C(S2)C1=CC=C(N)C=C1,-3.68
CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1,-3.7
CC1=CC=CC2=C1C=CC=C2,-3.7
CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,-3.74
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-3.75
ClC1=NC(=CC=C1)C(Cl)(Cl)Cl,-3.76
CC(C)C1=CC=C(C)C=C1,-3.77
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.77
CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1,-3.78
O=C1CN=C(C2=CC=CC=C2)C2=CC(=CC=C2N1)N(=O)=O,-3.8
CCCCCCCCC(=O)OCC,-3.8
CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1,-3.8
CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1,-3.8
CCCCC=CC,-3.82
CCCCCC,-3.84
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@]3(C[C@H](O)[C@H]21)C=O,-3.85
CC1CCCCC1,-3.85
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,-3.88
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,-3.89
CN(C)C(=S)SSC(=S)N(C)C,-3.9
CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1,-3.9
CN1C2=CC=CC=C2SC2=C1C=C(CC(O)=O)C=C2,-3.94
CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.95
O(C1=CC=CC=C1)C1=CC=CC=C1,-3.96
CCCCCCCCl,-3.99
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-3.99
CC1=CC(C)=C(C)C(C)=C1C,-4.0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C,-4.0
ClC1=CC=CC(Cl)=C1Cl,-4.0
COP(=S)(OC)OC1=CC(C)=C(C=C1)N(=O)=O,-4.04
CCCCC1=CC=CC=C1,-4.06
BrC1=CC=C(Br)C=C1,-4.07
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,-4.1
CCOP(=S)(OCC)SCSCC,-4.11
COC1=CC=C2C(OC(=O)C2=C1OC)C1N(C)CCC2=C1C=C1OCOC1=C2,-4.11
CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,-4.13
C1CCCCCCC1,-4.15
CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=CC=CC=C2S1(=O)=O,-4.16
OC(=O)C1=CC=CN=C1NC1=CC=CC(=C1)C(F)(F)F,-4.17
ClC(Cl)=CC(Cl)=C(Cl)Cl,-4.23
CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,-4.26
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC33CCC(=O)O3)C12,-4.28
OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-4.28
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.29
CCC1=CC2=C(C=CC=C2)C=C1,-4.29
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2(O)C#C,-4.3
CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2,-4.3
COP(=S)(OC)OC1=C(Cl)C=C(C=C1)N(=O)=O,-4.31
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,-4.32
S1C2=C(C=CC=C2)C2=C1C=CC=C2,-4.38
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=C(Cl)C=CC=C1,-4.38
COC1=C(OC)C=C2C3C(COC2=C1)OC1=C(C=CC2=C1CC(O2)C(C)=C)C3=O,-4.42
CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-4.43
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,-4.43
CCCCCCCBr,-4.43
CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,-4.46
CC(=O)OC1=C(C=C(C(C)=C1N(=O)=O)N(=O)=O)C(C)(C)C,-4.47
ClC1=CC(Cl)=CC(Cl)=C1,-4.48
CC1CCC(C)(C)C1,-4.48
CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,-4.52
CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-4.53
COP(=S)(OC)OC1=CC(C)=C(SC)C=C1,-4.57
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.58
O=C1OC(=NC2=CC=CC=C12)C1=CC=CC=C1,-4.61
C(CC1=CC=CC=C1)C1=CC=CC=C1,-4.62
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65
CC1=CC2=C(C=CC=C2)C=C1C,-4.72
OC1=C2C=CC=CC2=CC2=C1C=CC=C2,-4.73
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,-4.79
COP(=S)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=N1,-4.82
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O,-4.84
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,-4.89
CC1=CC2=C(C=C1)C=C(C)C=C2,-4.89
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.91
CCCN(CCC)C1=C(C=C(C=C1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
ClC1=CC=C(C=C1)C1=CC=CC=C1,-5.2
CCCCCCC1=CC=CC=C1,-5.21
CC12CCC3=C(C=CC4=C3C=CC(O)=C4)C1CCC2=O,-5.24
CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,-5.24
C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,-5.26
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,-5.38
OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,-5.64
CCCN(CCC)C1=C(C=C(C=C1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,-5.74
ClC1=CC=CC(=C1)C1=CC(Cl)=CC=C1,-5.8
CC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.89
C1CC2=CC=C3CCCC4=CC=C(C1)C2=C34,-5.96
ClC1=CC(=C(Cl)C=C1)C1=CC=CC=C1Cl,-6.02
COP(=S)(OC)OC1=CC(Cl)=C(Br)C=C1Cl,-6.09
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.18
ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1Cl,-6.21
ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-6.29
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,-6.29
ClC1=CC=C(Cl)C(=C1Cl)C1=CC=CC=C1,-6.29
ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-6.32
ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C=C1Cl,-6.51
ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,-6.62
CC1=CC=C(O)C=C1OP(=O)(OC1=CC=C(O)C=C1C)OC1=C(O)C=CC=C1C,-6.7
CCCCCCCCCCCCCCCC(O)=O,-6.81
COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,-6.89
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-6.96
ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC=C1Cl,-7.0
ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,-7.05
ClC1=C(Cl)C(Cl)=C(Cl)C(=C1)C1=CC=CC=C1,-7.16
CCCCCCCCCCCCCCCCO,-7.26
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-7.33
C1=CC2=C(C=C1)C1=C3C(C=CC4=C3C2=CC=C4)=CC=C1,-7.8
ClC1=CC=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,-7.91
C1C2=CC3=C(C=CC=C3)C=C2C2=C1C=CC=C2,-8.04
C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1,-8.06
ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-8.3
ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,-8.32
ClC1=C(Cl)C(=CC=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-8.42
C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,-8.49
C1=CC2=CC3=CC4=C(C=CC=C4)C=C3C=C2C=C1,-8.6
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,-8.65
C1=CC2=C(C=C1)C1=CC3=C(C=C1C=C2)C1=C(C=CC=C1)C=C3,-8.66
C1=CC2=C3C(=C1)C1=CC=CC4=C1C1=C(C=C4)C=CC(C=C2)=C31,-9.03
ClC1=C(Cl)C(Cl)=C(Cl)C(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-10.26
ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-10.41
ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,-7.89
CCOC(=O)C1=CC=C(N)C=C1,-2.32
CC(=O)OC1=C(C=CC=C1)C(O)=O,-1.61
CN1C2=C(N=CN2)C(=O)N(C)C1=O,-1.37
CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.39
CCNC1=NC(NC(C)C)=NC(Cl)=N1,-3.55
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,-2.34
CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,-3.76
O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,-3.38
